Number,Title,Vehicle_class,Manufacturer,Features,Acquisition,Price,Storage_location,Delivery_method,Modifications,Resale_flag,Resale_price,Race_availability,Top_speed_in_game,Based_on,Seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
112, Nagasaki Chimera,Motorcycles,Nagasaki,Has Liveries,Southern S.A. Super Autos,"$210,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$126,000	
	($287,755 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Generic Custom Tricycle,1,"401	KG",RWD,4,4-Oct-16,1.36 Bikers,103.00 mph (165.76 km/h),01:08.9,No,1,1,2,1,1,"Speed
72.43","Acceleration
60.00","Braking
33.33","Handling
63.64","Overall
57.35",https://www.gtabase.com//grand-theft-auto-v/vehicles/nagasaki-chimera
113, Nagasaki Shotaro,Motorcycles,Nagasaki,NA,Legendary Motorsport,"$2,225,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,335,000	
	($1,464,050 when fully upgraded)",Can be used in Races,99.11 mph (159.50 km/h),"Lotus C-01, Light Cycle from Tron: Legacy",1,"230	KG",RWD,6,8-Nov-16,1.36 Bikers,123.75 mph (199.16 km/h),00:57.5,No,1,1,2,1,1,"Speed
85.58","Acceleration
100.00","Braking
46.67","Handling
81.82","Overall
78.52",https://www.gtabase.com//grand-theft-auto-v/vehicles/nagasaki-shotaro
114, BF Dune Buggy,Off-Road,BF,Has Variants,Southern S.A. Super Autos,"$20,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$12,000	
	($75,300 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Sandrail,2,"1,800	KG",RWD,5,17-Sep-13,1.01 Game Launch,100.75 mph (162.14 km/h),01:09.5,No,1,1,2,1,1,"Speed
72.43","Acceleration
62.50","Braking
21.00","Handling
66.67","Overall
55.65",https://www.gtabase.com//grand-theft-auto-v/vehicles/bf-dune-buggy
115, Übermacht Oracle XS,Coupes,Übermacht,Mystery Prize,Can be stolen / found,"$82,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$49,200	
	($153,213 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),BMW 7-Series E65,4,"1,850	KG",RWD,5,17-Sep-13,1.01 Game Launch,114.00 mph (183.46 km/h),01:13.2,No,1,1,2,1,1,"Speed
80.48","Acceleration
65.00","Braking
30.00","Handling
68.18","Overall
60.92",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-oracle-xs
116, Übermacht Cypher,Sports,Übermacht,"Has Liveries, Has Trade Price, Tuners Vehicle",Legendary Motorsport,"$1,550,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$930,000	
	($1,246,719 when fully upgraded)",Can be used in Races,91.87 mph (147.85 km/h),BMW M2 (F87) with some design cues from the BMW M6 (F13) and BMW M8 (F92),2,"1,625	KG",RWD,6,2-Sep-21,1.57 Los Santos Tuners,113.50 mph (182.66 km/h),01:05.0,No,1,1,2,1,1,"Speed
79.33","Acceleration
81.50","Braking
23.33","Handling
78.48","Overall
65.66",https://www.gtabase.com//grand-theft-auto-v/vehicles/cypher
117, Annis RE-7B,Super,Annis,"Bulletproof - Rear, Has Liveries, Has Variants, JDM Car",Legendary Motorsport,"$2,475,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,485,000	
	($1,642,650 when fully upgraded)",Can be used in Races,100.04 mph (161.00 km/h),"Nissan R390 GT1, Mazda 787B, Aquila CR-1, Memo Rojas BMW, 2014 Audi R18 e-tron Quattro",2,"880	KG",RWD,6,12-Jul-16,1.35 Cunning Stunts,123.50 mph (198.75 km/h),00:59.7,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
86.38","Acceleration
92.75","Braking
36.67","Handling
91.16","Overall
76.74",https://www.gtabase.com//grand-theft-auto-v/vehicles/annis-re-7b
118, Brute Armored Boxville,Vans,Brute,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Has Trade Price, No Passive Mode, Peds can stand on top, Special Vehicle, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$2,926,000 ",Vehicle Warehouse (Special),Interaction Menu - Special Vehicles,Cannot be modified,Cannot be sold,NA,Target Assault Races,74.56 mph (120.00 km/h),Sweet Tooth (Twisted Metal),5,"7,500	KG",RWD,5,13-Dec-16,1.37 Import/Export,87.00 mph (140.01 km/h),01:21.8,Bullet resistant windows from all sides (rear has no windows),1,1,2,1,1,"Speed
64.39","Acceleration
80.00","Braking
11.67","Handling
65.91","Overall
55.49",https://www.gtabase.com//grand-theft-auto-v/vehicles/brute-boxville-armored
119, Bravado Sprunk Buffalo,Sports,Bravado,Stock Car,Southern S.A. Super Autos,"$535,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$321,000	
	($441,188 when fully upgraded)",Can be used in Races,91.34 mph (147.00 km/h),Dodge Charger,4,"1,550	KG",RWD,5,18-Nov-14,1.18 PS4 & Xbox One Release,116.00 mph (186.68 km/h),01:07.2,No,1,1,2,1,1,"Speed
78.87","Acceleration
77.50","Braking
33.33","Handling
74.24","Overall
65.99",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-buffalo-sprunk
120, Vapid Dominator,Muscle,Vapid,"Has Variants, Has Trade Price, Mystery Prize",Can be stolen / found,"$35,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$21,000	
	($131,663 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Ford Mustang,2,"1,600	KG",RWD,5,17-Sep-13,1.01 Game Launch,120.25 mph (193.52 km/h),01:09.0,Rear protection available at LSC,1,1,2,1,1,"Speed
77.80","Acceleration
72.50","Braking
26.67","Handling
68.18","Overall
61.29",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-dominator
121, Overflod Entity XXR,Super,Overflod,NA,Legendary Motorsport,"$2,305,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,383,000	
	($1,541,650 when fully upgraded)",Can be used in Races,105.63 mph (170.00 km/h),"Koenigsegg One:1, Koenigsegg Agera R",2,"1,400	KG",RWD,6,20-Mar-18,1.43 Southern SA Super Sport Series,128.00 mph (206.00 km/h),01:03.8,No,1,1,2,1,1,"Speed
91.21","Acceleration
88.75","Braking
33.33","Handling
100.00","Overall
78.32",https://www.gtabase.com//grand-theft-auto-v/vehicles/overflod-entity-xxr
122, Overflod Zeno,Super,Overflod,Has Liveries,Legendary Motorsport,"$2,820,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,692,000	
	($1,897,600 when fully upgraded)",Can be used in Races,101.16 mph (162.80 km/h),SSC Tuatara,2,"1,250	KG",RWD,7,23-Dec-21,1.58 The Contract,127.50 mph (205.19 km/h),01:01.4,No,1,1,2,1,1,"Speed
87.35","Acceleration
97.00","Braking
40.00","Handling
83.33","Overall
76.92",https://www.gtabase.com//grand-theft-auto-v/vehicles/zeno
123, Western Rat Bike,Motorcycles,Western,NA,Southern S.A. Super Autos,"$48,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$28,800	
	($203,000 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Harley Davidson KKF 14,2,"180	KG",RWD,5,4-Oct-16,1.36 Bikers,123.50 mph (198.75 km/h),01:17.6,No,1,1,2,1,1,"Speed
69.75","Acceleration
53.75","Braking
40.00","Handling
50.00","Overall
53.38",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-rat-bike
124, Dinka Vindicator,Motorcycles,Dinka,KERS Boost,Legendary Motorsport,"$630,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$378,000	
	($438,870 when fully upgraded)",Can be used in Races,91.96 mph (148.00 km/h),"Honda NM4 Vultus, Honda Range Adventure",2,"280	KG",RWD,6,8-Jul-15,1.28 Ill-Gotten Gains Part 2,121.25 mph (195.13 km/h),01:05.5,No,1,1,2,1,1,"Speed
81.56","Acceleration
66.25","Braking
50.00","Handling
60.00","Overall
64.45",https://www.gtabase.com//grand-theft-auto-v/vehicles/dinka-vindicator
125, Dundreary Landstalker XL,SUVs,Dundreary,Has Liveries,Southern S.A. Super Autos,"$1,220,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$732,000	
	($913,315 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Fourth generation Lincoln Navigator,4,"2,500	KG",NA,5,11-Aug-20,1.51 LS Summer Special,100.75 mph (162.14 km/h),01:16.6,No,1,1,2,1,1,"Speed
72.43","Acceleration
47.50","Braking
26.67","Handling
65.15","Overall
52.94",https://www.gtabase.com//grand-theft-auto-v/vehicles/landstalker-xl
126, Declasse Burger Shot Stallion,Muscle,Declasse,"Mystery Prize, Stock Car",Southern S.A. Super Autos,"$277,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$166,200	
	($232,300 when fully upgraded)",Can be used in Races,89.48 mph (144.00 km/h),"68 - '69 & '70 - '71 Oldsmobile Cutlass, '70 Plymouth Hemi Barracuda",2,"1,650	KG",RWD,5,18-Nov-14,1.18 PS4 & Xbox One Release,113.25 mph (182.26 km/h),01:10.9,No,1,1,2,1,1,"Speed
77.26","Acceleration
77.50","Braking
23.33","Handling
68.18","Overall
61.57",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-stallion-burger-shot
127, Declasse Draugur,Off-Road,Declasse,"Has Liveries, Has Trade Price",Southern S.A. Super Autos,"$1,870,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,122,000	
	($1,302,278 when fully upgraded)",Can be used in Races,91.47 mph (147.20 km/h),Chevrolet Off-Road Concept,4,"2,450	KG",NA,6,11-Aug-22,1.61 Criminal Enterprises,112.00 mph (180.25 km/h),01:03.3,No,1,1,2,1,1,"Speed
78.98","Acceleration
85.63","Braking
16.13","Handling
75.30","Overall
64.01",https://www.gtabase.com//grand-theft-auto-v/vehicles/draugur
128, Bravado Youga Classic 4x4,Vans,Bravado,"Custom Vehicle, Has Liveries",Benny's Original Motor Works,"$1,288,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$772,800	
	($1,086,465 when fully upgraded)",Can be used in Races,74.56 mph (120.00 km/h),Ford Ecoline (2nd gen),4,"2,700	KG",RWD,5,11-Aug-20,1.51 LS Summer Special,95.50 mph (153.69 km/h),01:21.5,No,1,1,2,1,1,"Speed
64.39","Acceleration
42.50","Braking
10.00","Handling
59.09","Overall
43.99",https://www.gtabase.com//grand-theft-auto-v/vehicles/youga-classic-4x4
129, Benefactor XLS (Armored),SUVs,Benefactor,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear",Legendary Motorsport,"$522,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$313,200	
	($442,450 when fully upgraded)",Can be used in Races,82.02 mph (132.00 km/h),Mercedes-Benz GL-Class,4,"3,000	KG",NA,6,7-Jun-16,1.34 Further Adventures in Finance and Felony,108.25 mph (174.21 km/h),01:11.5,Bullet resistant windows from all sides,2,2,4,1,1,"Speed
70.82","Acceleration
66.25","Braking
19.67","Handling
62.12","Overall
54.72",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-xls-armored
130, Albany Manana,Sports Classics,Albany,"Gang Vehicle, Has Variants, Removable Roof",Can be stolen / found,"$10,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$6,000	
	($74,050 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),"Buick LeSabre, Cadillac Eldorado",2,"2,100	KG",RWD,4,17-Sep-13,1.01 Game Launch,98.25 mph (158.12 km/h),01:23.2,No,1,1,2,1,1,"Speed
69.75","Acceleration
40.00","Braking
8.33","Handling
59.09","Overall
44.29",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-manana
131,  Blimp,Planes,NA,"Bulletproof - Rear, Countermeasures, Has Liveries, Has Variants, Has Trade Price, Peds can stand on top, Unique Radar Icon",Elitás Travel,"$1,190,350 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Cannot be used in Races,99.42 mph (160.00 km/h),Goodyear Aerospace GZ-20,4,"12,000	KG",NA,NA,31-Jul-18,1.44 After Hours,107.00 mph (172.20 km/h),01:43.3,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
48.69","Acceleration
31.00","Braking
1.82","Handling
7.45","Overall
22.24",https://www.gtabase.com//grand-theft-auto-v/vehicles/blimp
132, Benefactor Turreted Limo,Sedans,Benefactor,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, No Passive Mode, Weaponized Vehicle",Warstock Cache & Carry,"$1,650,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Target Assault Races,77.67 mph (125.00 km/h),"2010 Mercedes-Benz E-Class Limousine W121 Limousine, W216 Mercedes CL-Class",5,"3,750	KG",RWD,4,15-Dec-15,1.31 Executives and Other Criminals,89.50 mph (144.04 km/h),01:20.9,Bullet resistant windows from all sides,2,2,4,1,1,"Speed
67.07","Acceleration
67.50","Braking
26.67","Handling
65.91","Overall
56.79",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-turretted-limo
133, Pfister Comet Safari,Sports,Pfister,"Has Liveries, No Passive Mode, Weaponized Vehicle",Legendary Motorsport,"$710,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$426,000	
	($668,638 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Porsche 911 930 Group B,2,"1,150	KG",NA,5,12-Dec-17,1.42 The Doomsday Heist,120.00 mph (193.12 km/h),01:07.5,No,1,1,2,1,1,"Speed
81.56","Acceleration
73.13","Braking
26.67","Handling
63.64","Overall
61.25",https://www.gtabase.com//grand-theft-auto-v/vehicles/pfister-comet-safari
134, Albany Cavalcade II,SUVs,Albany,Has Variants,Can be stolen / found,"$70,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$42,000	
	($130,375 when fully upgraded)",Can be used in Races,78.91 mph (127.00 km/h),Cadillac Escalade,4,"2,400	KG",NA,4,17-Sep-13,1.01 Game Launch,98.00 mph (157.72 km/h),01:19.9,No,1,1,2,1,1,"Speed
68.14","Acceleration
50.00","Braking
20.00","Handling
57.58","Overall
48.93",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-cavalcade-ii
135, Truffade Z-Type,Sports Classics,Truffade,NA,Legendary Motorsport,"$950,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$570,000	
	($706,770 when fully upgraded)",Can be used in Races,95.69 mph (154.00 km/h),Bugatti Type 57,2,"1,000	KG",RWD,4,17-Sep-13,1.01 Game Launch,126.25 mph (203.18 km/h),01:09.4,No,1,1,2,1,1,"Speed
75.12","Acceleration
55.00","Braking
13.33","Handling
50.00","Overall
48.36",https://www.gtabase.com//grand-theft-auto-v/vehicles/truffade-z-type
136, Rental Shuttle Bus,Service,Brute,"Has Liveries, Has Variants, Peds can stand on top",Warstock Cache & Carry,"$30,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Cannot be used in Races,68.35 mph (110.00 km/h),1996-2002 Chevrolet Express,10,"5,500	KG",RWD,4,17-Sep-13,1.01 Game Launch,65.00 mph (104.61 km/h),01:46.7,No,1,1,2,1,1,"Speed
59.02","Acceleration
30.00","Braking
8.33","Handling
46.97","Overall
36.08",https://www.gtabase.com//grand-theft-auto-v/vehicles/brute-rental-shuttle-bus
137, Vapid Hustler,Muscle,Vapid,Has Liveries,Legendary Motorsport,"$625,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$375,000	
	($542,725 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),1932 Ford Coupe,2,"1,000	KG",RWD,5,13-Feb-18,1.42 The Doomsday Heist,121.25 mph (195.13 km/h),01:12.2,No,1,1,2,1,1,"Speed
75.12","Acceleration
75.00","Braking
14.33","Handling
59.09","Overall
55.89",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-hustler
138, Dewbauchee Rapid GT Cabrio,Sports,Dewbauchee,"Convertible - Soft-top, Mystery Prize",Legendary Motorsport,"$140,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$84,000	
	($222,625 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Aston Martin Vantage Roadster,2,"1,600	KG",RWD,6,17-Sep-13,1.01 Game Launch,119.50 mph (192.32 km/h),01:08.4,No,1,1,2,1,1,"Speed
81.56","Acceleration
90.00","Braking
33.33","Handling
74.24","Overall
69.78",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-rapid-gt-sports
139, Pegassi Torero,Sports Classics,Pegassi,NA,Legendary Motorsport,"$998,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$598,800	
	($758,450 when fully upgraded)",Can be used in Races,92.89 mph (149.50 km/h),"Lamborghini Countach, Ferrari F40, Koenig Coutach, Ferrari 328",2,"1,470	KG",RWD,5,25-Jul-17,1.40 Gunrunning Pack,116.50 mph (187.49 km/h),01:06.4,No,1,1,2,1,1,"Speed
80.21","Acceleration
75.00","Braking
16.67","Handling
78.79","Overall
62.67",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-torero
140, Grotti Brioso 300 Widebody,Compacts,Grotti,"Custom Vehicle, Has Liveries",Benny's Original Motor Works,"$585,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$351,000	
	($640,778 when fully upgraded)",Can be used in Races,77.05 mph (124.00 km/h),Fiat 500,2,"650	KG",RWD,4,25-Aug-22,1.61 Criminal Enterprises,96.00 mph (154.50 km/h),01:16.4,No,1,1,2,1,1,"Speed
61.70","Acceleration
44.75","Braking
8.33","Handling
57.12","Overall
42.98",https://www.gtabase.com//grand-theft-auto-v/vehicles/brioso-300-widebody
141, Obey Tailgater,Sedans,Obey,Has Variants,Can be stolen / found,"$55,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$33,000	
	($111,550 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Audi A6,4,"1,400	KG",RWD,5,17-Sep-13,1.01 Game Launch,104.75 mph (168.58 km/h),01:11.3,No,1,1,2,1,1,"Speed
77.80","Acceleration
50.00","Braking
30.00","Handling
77.27","Overall
58.77",https://www.gtabase.com//grand-theft-auto-v/vehicles/obey-tailgater
142, LCC Hexer,Motorcycles,LCC,Mystery Prize,Southern S.A. Super Autos,"$15,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$9,000	
	($63,900 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),West Coast Choppers bikes,2,"250	KG",RWD,4,17-Sep-13,1.01 Game Launch,104.75 mph (168.58 km/h),01:07.2,No,1,1,2,1,1,"Speed
72.43","Acceleration
65.00","Braking
33.33","Handling
56.06","Overall
56.71",https://www.gtabase.com//grand-theft-auto-v/vehicles/lcc-hexer
143, Nagasaki Blazer Lifeguard,Off-Road,Nagasaki,NA,Can be stolen / found,"$62,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$37,200	
	($98,300 when fully upgraded)",Can be used in Races,68.35 mph (110.00 km/h),Yamaha YFZ450,1,"650	KG",NA,5,17-Sep-13,1.01 Game Launch,83.75 mph (134.78 km/h),01:23.2,No,1,1,2,1,1,"Speed
59.02","Acceleration
30.00","Braking
26.67","Handling
60.61","Overall
44.07",https://www.gtabase.com//grand-theft-auto-v/vehicles/nagasaki-blazer-lifeguard
144, Pfister Comet,Sports,Pfister,"Has Variants, Mystery Prize",Legendary Motorsport,"$100,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$60,000	
	($201,725 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Porsche 911,2,"1,400	KG",RWD,5,17-Sep-13,1.01 Game Launch,119.50 mph (192.32 km/h),01:05.1,No,1,1,2,1,1,"Speed
81.56","Acceleration
85.00","Braking
26.67","Handling
78.79","Overall
68.00",https://www.gtabase.com//grand-theft-auto-v/vehicles/pfister-comet
145, Bravado Buffalo S,Sports,Bravado,NA,Southern S.A. Super Autos,"$96,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$57,600	
	($177,788 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Dodge Charger SRT8,4,"1,650	KG",RWD,5,17-Sep-13,1.01 Game Launch,112.25 mph (180.65 km/h),01:08.0,No,1,1,2,1,1,"Speed
77.80","Acceleration
72.50","Braking
30.00","Handling
74.24","Overall
63.64",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-buffalo-s
146, Bravado Verlierer,Sports,Bravado,NA,Legendary Motorsport,"$695,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$417,000	
	($574,850 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),"TVR Sagaris, Wiesmann GT MF5",2,"1,100	KG",RWD,5,15-Dec-15,1.31 Executives and Other Criminals,121.75 mph (195.94 km/h),01:05.7,No,1,1,2,1,1,"Speed
80.48","Acceleration
83.75","Braking
33.33","Handling
73.64","Overall
67.80",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-verlierer
147, Declasse Tahoma Coupe,Muscle,Declasse,Has Liveries,Southern S.A. Super Autos,"$1,500,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),NA,Can be used in Races,94.45 mph (152.00 km/h),Third generation Chevrolet Monte Carlo,2,"1,380	KG",RWD,3,16-Dec-22,1.64 LS Drug Wars,112.25 mph (180.65 km/h),01:10.7,No,1,1,2,1,1,"Speed
81.55","Acceleration
75.40","Braking
20.83","Handling
69.93","Overall
61.70",https://www.gtabase.com//grand-theft-auto-v/vehicles/tahoma-coupe
148, Gallivanter Baller LE LWB (Armored),SUVs,Gallivanter,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear",Legendary Motorsport,"$513,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$307,800	
	($373,900 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Range Rover SVAutobiography/Range Rover Sentinel,4,"2,550	KG",NA,5,15-Dec-15,1.31 Executives and Other Criminals,107.75 mph (173.41 km/h),01:14.8,Bullet resistant windows from all sides,2,2,4,1,1,"Speed
72.43","Acceleration
66.25","Braking
18.33","Handling
60.61","Overall
54.41",https://www.gtabase.com//grand-theft-auto-v/vehicles/gallivanter-baller-le-lwb-armored
149, Progen Tyrus,Super,Progen,"Bulletproof - Rear, Has Liveries, Has Variants",Legendary Motorsport,"$2,550,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,530,000	
	($1,690,550 when fully upgraded)",Can be used in Races,100.04 mph (161.00 km/h),"McLaren F1 GTR Longtail, Saleen S7, Mosler MT900R",2,"915	KG",RWD,6,12-Jul-16,1.35 Cunning Stunts,123.50 mph (198.75 km/h),01:01.4,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
86.38","Acceleration
92.75","Braking
40.00","Handling
90.90","Overall
77.51",https://www.gtabase.com//grand-theft-auto-v/vehicles/progen-tyrus
150, HVY Chernobog,Military,HVY,"Bulletproof - Rear, Has Liveries, Has Trade Price, Homing Missiles, No Passive Mode, Towing Hitch, Weaponized Vehicle",Warstock Cache & Carry,"$3,311,700 ",Facility Property,Mechanic,Point of Storage,Cannot be sold,NA,Transform Races Only,59.03 mph (95.00 km/h),"MAZ-543M, BM-30 Smerch",2,"40,000	KG",NA,5,12-Dec-17,1.42 The Doomsday Heist,70.25 mph (113.06 km/h),01:54.2,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
50.97","Acceleration
30.00","Braking
3.33","Handling
60.61","Overall
36.23",https://www.gtabase.com//grand-theft-auto-v/vehicles/chernobog
151, Truffade Nero,Super,Truffade,"Active Spoiler, Has Variants",Benny's Original Motor Works,"$1,440,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$864,000	
	($1,010,125 when fully upgraded)",Can be used in Races,99.42 mph (160.00 km/h),Bugatti Chiron,2,"1,995	KG",NA,6,20-Dec-16,1.37 Import/Export,126.50 mph (203.58 km/h),01:01.5,No,1,1,2,1,1,"Speed
85.85","Acceleration
84.38","Braking
33.33","Handling
80.30","Overall
70.96",https://www.gtabase.com//grand-theft-auto-v/vehicles/truffade-nero
152, Grotti X80 Proto,Super,Grotti,Active Spoiler,Legendary Motorsport,"$2,700,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,620,000	
	($1,769,725 when fully upgraded)",Can be used in Races,100.04 mph (161.00 km/h),"Ferrari F80 concept, GreenGT LeMans",2,"900	KG",NA,6,21-Jun-16,1.34 Further Adventures in Finance and Felony,127.50 mph (205.19 km/h),01:01.2,No,1,1,2,1,1,"Speed
85.31","Acceleration
93.75","Braking
36.67","Handling
81.82","Overall
74.39",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-x80-proto
153, Dewbauchee Specter Custom,Sports,Dewbauchee,"Custom Vehicle, Has Liveries",Benny's Original Motor Works,"$252,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$151,200	
	($403,845 when fully upgraded)",Can be used in Races,96.44 mph (155.20 km/h),"Aston Martin DB10, Aston Martin Vantage GT8",2,"1,450	KG",RWD,6,17-Jan-17,1.37 Import/Export,121.25 mph (195.13 km/h),01:04.3,No,1,1,2,1,1,"Speed
83.27","Acceleration
82.50","Braking
36.67","Handling
85.86","Overall
72.08",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-specter-custom
154, Invetero Coquette Classic,Sports Classics,Invetero,"Has Liveries, Has Variants, Mystery Prize, Removable Roof",Legendary Motorsport,"$665,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$399,000	
	($523,162 when fully upgraded)",Can be used in Races,93.83 mph (151.00 km/h),Chevrolet Corvette C2,2,"1,400	KG",RWD,4,19-Aug-14,1.16 SA Flight School,118.00 mph (189.90 km/h),01:11.5,No,1,1,2,1,1,"Speed
81.02","Acceleration
85.00","Braking
16.67","Handling
69.70","Overall
63.10",https://www.gtabase.com//grand-theft-auto-v/vehicles/invetero-coquette-classic
